
98485, 0
5531, 1
66709081, 0
3445341, 0
9235305, 0
59230356, 0
621895191, 0
355309, 0
3178168, 0
535559691, 0
574, 0
66697, 1
6912, 0
9540566, 0
876740145, 0
3896, 0
62163128, 0
27556668, 0
7, 1
96363658, 0
974, 0
31792924, 0
393043179, 0
19245, 0
895352734, 0
826284650, 0
881935239, 0
38003, 0
4269322, 0
11, 1
4071470, 0
724543, 0
467566670, 0
88, 0
152, 0
63, 0
568026015, 0
794727, 0
8, 0
25, 0
455, 0
1, 0
3, 1
43334, 0
6874, 0
472930028, 0
412871292, 0
41796, 0
83, 1
5497, 0
14067, 0
688991, 0
42142497, 0
7, 1
89, 1
552107, 1
16533, 0
32217270, 0
42732460, 0
695, 0
6, 0
214821, 0
2, 1
146708524, 0
254181483, 0
82, 0
4461, 0
33396, 0
6, 0
9691200, 0
784, 0
862314, 0
688236942, 0
88978687, 0
993369, 0
8, 0
2776871, 1
7, 1
48797, 0
104, 0
97, 1
9618, 0
8106, 0
3, 1
7018457, 1
676392983, 0
249958, 0
87832099, 1
40708533, 0
893717455, 0
90048, 0
70443, 0
8, 0
34, 0
342, 0
59620435, 0
235404, 0
4630072, 0
5825910, 0
6102, 0
576853442, 0
7502780, 0
7, 1
7, 1
9082506, 0
673000, 0
10039, 1
76999, 0
663235, 0
50085508, 0
8, 0
821841, 0
4212, 0
68, 0
2018, 0
6890, 0
2445, 0
8395050, 0
431766459, 0
609, 0
8391352, 0
83544582, 0
62, 0
927730, 0
147764, 0
8607146, 0
914444, 0
53278, 0
9052281, 0
6562571, 1
911269674, 0
16, 0
9734977, 0
7, 1
4, 0
35, 0
53032194, 0
13, 1
694496, 0
74883, 0
504, 0
7655, 0
2, 1
193756864, 0
105814, 0
669935269, 0
743, 1
725758696, 0
680623, 1
6075, 0
8, 0
327, 0
247159656, 0
9112, 0
47, 1
713767571, 0
63776, 0
82711749, 0
82050, 0
4576, 0
4940, 0
680, 0
226850144, 0
7, 1
29897, 0
1163709, 0
566886, 0
7635, 0
8, 0
2431700, 0
576, 0
233766731, 0
70943842, 0
532672711, 0
773, 1
1968, 0
6542, 0
1708244, 0
388, 0
6, 0
9, 0
98606115, 0
718203, 0
251, 1
336, 0
5984, 0
725, 0
919711, 0
38355030, 0
847483, 0
474012922, 0
76091043, 0
9801, 0
746, 0
851882329, 1
6066450, 0
36, 0
22119, 0
55, 0
4, 0
57, 0
774, 0
8548, 0
9, 0
4933951, 0
48168, 0
315511401, 0
895436, 0
9708826, 0
48410, 0
8, 0
63, 0
932, 0
8, 0
5312100, 0
396415864, 0
3, 1
84423, 0
6611, 0
3634, 0
2572959, 0
448, 0
1426, 0
759398452, 0
687, 0
595031359, 0
68, 0
2, 1
4508268, 0
10, 0
9931, 1
32, 0
49350523, 1
874187, 0
939, 0
88994087, 0
125498086, 0
333858905, 0
9, 0
37594957, 1
97605182, 0
7, 1
88201, 0
75417703, 0
27349, 0
106825999, 0
22, 0
470641, 0
32128, 0
99, 0
6, 0
4835, 0
75, 0
59548, 0
3488966, 0
55, 0
581460785, 0
82452320, 0
5, 1
949438, 0
2652, 0
4, 0
21939696, 0
1, 0
510962, 0
98, 0
1255841, 0
5819, 0
510444, 0
43183228, 0
434825, 0
9, 0
8353419, 0

